,mse,rmse,r2_value,0
0,0.0003555486846709203,0.018855998638919135,0.4897400894518311,0
1,0.00033774374532214997,0.018377805780945396,0.5152925584978857,0
2,0.0002127197108502531,0.014584913810175675,0.6947187676119675,0
3,0.0005505244466709707,0.02346325737554295,0.20992379658806026,0
4,0.0002469447187511674,0.01571447481626947,0.6456013043138134,0
